School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out
School D,Male,19,Urban,7,Together,Primary,Primary,Education,Unemployed,Home,Other,3,1,1,Yes,No,Yes,No,Yes,No,No,Yes,Good,1,2,None,None,Good,2,17,9,10,No
School C,Other,15,Suburban,7,Together,None,Primary,Technology,Business,Home,Mother,,4,0,No,No,Yes,Yes,Yes,No,Yes,No,Neutral,3,4,Very High,High,Good,4,14,10,18,No
School C,Male,14,Suburban,,Together,None,None,Unemployed,Healthcare,Other,Father,7,5,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Good,2,1,Very High,Very High,Excellent,7,14,16,14,Yes
School D,Other,16,Suburban,3,Together,Higher,None,Education,Unemployed,Home,Mother,35,2,0,No,No,No,No,No,Yes,No,Yes,Neutral,3,1,Low,High,Very Bad,2,,17,14,No
School D,Other,18,Rural,7,Together,None,Secondary,Service,Service,Course,Mother,10,2,0,No,Yes,No,Yes,No,Yes,No,Yes,Bad,3,1,None,None,Good,2,12,14,15,No
School A,Other,15,Rural,5,Together,None,Primary,Business,Business,Course,Father,46,0,0,Yes,No,No,Yes,No,No,Yes,Yes,Bad,5,1,None,Very High,Good,0,18,12,15,No
School D,Female,17,Rural,7,Apart,Primary,Secondary,Education,Business,Home,Father,,2,0,No,No,No,Yes,No,Yes,Yes,Yes,Excellent,1,3,Low,High,Very Bad,0,16,17,9,No
School B,Other,,Suburban,7,Together,None,Secondary,Healthcare,Healthcare,Home,Father,23,7,0,No,No,Yes,No,No,Yes,Yes,No,Good,4,5,High,Medium,Very Bad,7,14,8,13,No
School B,Male,15,Rural,1,Together,Secondary,Higher,Healthcare,Unemployed,Reputation,Father,14,0,0,No,No,No,No,Yes,Yes,No,No,Bad,2,3,None,Very High,Bad,2,19,17,18,Yes
School C,Female,15,Suburban,2,Together,Primary,Secondary,Service,Healthcare,Home,Father,5,,0,No,Yes,Yes,No,Yes,No,No,No,Good,3,5,Medium,Very High,Very Bad,8,16,13,9,Yes
School C,Male,14,Rural,2,Apart,Higher,Higher,Healthcare,Unemployed,Home,Mother,39,4,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Very Bad,2,5,High,None,Neutral,2,12,16,10,No
School C,Female,18,Suburban,4,Apart,None,Secondary,Healthcare,Education,Other,Mother,3,2,0,Yes,No,No,No,No,No,Yes,No,Very Bad,3,1,Low,Medium,Neutral,4,16,15,8,No
School C,Other,15,Urban,5,Apart,Higher,Higher,Business,Healthcare,Reputation,Other,17,3,0,No,No,No,No,No,Yes,Yes,Yes,Good,1,4,Medium,Low,Excellent,1,6,13,,No
School A,Female,15,Urban,6,Apart,Primary,Primary,Healthcare,Unemployed,Other,Other,33,8,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Good,4,5,None,None,Bad,0,13,15,18,No
School C,Male,14,Urban,7,Together,Primary,None,Technology,Unemployed,Home,Father,19,0,0,Yes,No,No,No,Yes,No,Yes,No,Bad,1,3,Low,Very High,Neutral,7,10,12,11,No
School C,Male,15,Urban,1,Together,None,Higher,Technology,Unemployed,Reputation,Mother,18,0,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Very Bad,3,5,Medium,Very High,Excellent,0,,10,14,No
School A,Male,16,Urban,5,Together,Primary,Primary,Education,Technology,Reputation,Other,42,0,0,No,No,Yes,No,Yes,No,No,No,Excellent,5,3,None,Medium,Very Bad,1,9,15,16,No
School B,Female,17,Rural,8,Together,Primary,Primary,Service,Business,Other,Mother,2,2,0,Yes,No,No,Yes,Yes,No,Yes,Yes,Excellent,5,1,None,None,Bad,4,14,14,11,No
School D,Other,14,Urban,5,Together,None,Secondary,Technology,Business,Course,Other,8,,0,Yes,No,No,Yes,Yes,Yes,No,No,Bad,2,2,Low,Medium,Bad,1,14,13,7,No
School A,Female,15,Urban,5,Together,None,Primary,Business,Healthcare,Other,Father,0,7,0,No,No,No,Yes,No,No,No,Yes,Good,5,1,High,Medium,Very Bad,0,10,13,15,No
School B,Female,19,Rural,7,Apart,None,Secondary,Unemployed,Technology,Other,Other,3,6,0,No,Yes,No,No,Yes,No,No,Yes,Good,5,3,Very High,None,Neutral,2,14,8,17,Yes
School C,Female,15,Suburban,6,Apart,Primary,Primary,Service,Business,Other,Other,17,3,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Good,3,1,Very High,Medium,Excellent,1,9,15,13,No
School D,Female,15,Urban,5,Apart,None,Secondary,Business,Healthcare,Other,Other,0,0,0,Yes,No,No,Yes,No,Yes,No,No,Neutral,,1,Very High,None,Good,0,9,15,15,No
School A,Female,14,Rural,5,Apart,Secondary,Primary,Healthcare,Business,Course,Father,61,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Very Bad,2,2,Medium,Medium,Neutral,2,13,11,17,No
School B,Female,16,Suburban,2,Together,Primary,Secondary,Unemployed,Healthcare,Reputation,Other,59,4,0,No,No,No,Yes,Yes,Yes,Yes,No,Very Bad,4,3,High,Low,Very Bad,4,16,16,18,No
School A,Female,17,Suburban,3,Together,Secondary,None,Healthcare,Healthcare,Reputation,Father,24,2,0,No,No,No,Yes,Yes,Yes,No,No,Excellent,3,4,None,Low,Excellent,4,2,18,9,No
School C,Male,14,Rural,1,Together,Primary,Higher,Healthcare,Education,Reputation,Mother,10,2,0,No,No,Yes,No,Yes,Yes,No,No,Good,2,3,Very High,Medium,Very Bad,1,15,16,16,No
School D,Other,14,Rural,8,Apart,Primary,Primary,Education,Healthcare,Reputation,Other,3,6,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Good,2,5,Medium,Very High,Bad,1,13,13,13,No
School D,Male,17,Rural,2,Together,Secondary,Higher,Healthcare,Service,Reputation,Father,24,,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Good,1,1,Low,Very High,Good,2,17,15,12,No
School C,Other,17,Rural,3,Together,Secondary,Higher,Technology,Education,Other,Other,11,2,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Bad,4,,Very High,Low,Bad,12,14,9,17,No
School D,Female,15,Urban,2,Apart,Primary,Secondary,Unemployed,Service,Reputation,Father,44,6,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Bad,2,2,None,Medium,Good,16,8,15,13,Yes
School B,Female,17,Suburban,8,Together,None,Secondary,Healthcare,Healthcare,Home,Father,40,2,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Good,1,1,None,None,Neutral,0,10,9,,Yes
School B,Other,18,Suburban,8,Apart,None,None,Unemployed,Unemployed,Course,Mother,9,0,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Good,4,1,High,Medium,Good,6,12,12,16,No
School A,Other,16,Urban,6,Apart,Primary,None,Education,Unemployed,Other,Other,0,13,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Good,5,3,High,Low,Good,1,7,18,11,No
School D,Female,15,Suburban,6,Together,Primary,Secondary,Healthcare,Business,Reputation,Father,8,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Bad,1,2,Medium,None,Neutral,4,18,18,11,No
School C,Male,15,Urban,6,Apart,Secondary,None,Education,Technology,Other,Father,2,,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Bad,5,4,High,High,Neutral,6,12,16,11,No
School C,Female,15,Rural,6,Together,Higher,Primary,Business,Healthcare,Other,Other,28,5,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Bad,5,2,Medium,Low,Neutral,6,14,17,16,No
School D,Male,,Urban,6,Together,None,Secondary,Education,Unemployed,Other,Father,,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Excellent,3,3,Very High,High,Good,0,16,14,13,No
School A,Male,16,Rural,4,Together,Primary,Secondary,Unemployed,Technology,Other,Other,27,0,1,Yes,Yes,Yes,No,No,No,No,No,Good,3,4,None,High,Neutral,0,11,17,15,Yes
School B,Female,18,Urban,1,Together,Primary,None,Service,Education,Reputation,Other,0,5,0,No,Yes,No,Yes,No,No,Yes,Yes,Very Bad,3,1,None,Very High,Bad,1,11,13,17,No
School D,Female,16,Suburban,7,Apart,None,None,Education,Education,Other,Mother,39,1,1,Yes,No,No,No,Yes,No,No,No,Neutral,4,1,High,High,Bad,2,5,15,12,Yes
School B,Male,15,Urban,6,Together,Secondary,Higher,Education,Unemployed,Home,Other,53,3,0,No,No,Yes,No,Yes,No,Yes,No,Very Bad,3,5,Very High,High,Neutral,0,9,,7,No
School A,Male,14,Suburban,6,Together,Primary,Secondary,Healthcare,Education,Reputation,Mother,10,9,0,No,No,No,Yes,No,No,Yes,Yes,Very Bad,2,1,Medium,Medium,Good,3,,13,3,No
School D,Female,16,Rural,3,Together,Primary,Primary,Education,Unemployed,Other,Other,15,1,1,Yes,No,No,No,No,No,No,Yes,Good,1,2,Low,High,Bad,4,,9,17,No
School C,Male,11,Rural,2,Together,Higher,Higher,Business,Unemployed,Other,Father,5,6,0,No,Yes,No,Yes,No,No,No,Yes,Bad,1,5,Medium,Medium,Neutral,3,15,15,12,No
School D,Female,17,Suburban,4,Together,Higher,Secondary,Technology,Healthcare,Course,Other,7,6,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Neutral,1,2,Low,High,Excellent,2,19,15,11,No
School C,Female,16,Rural,8,Together,None,None,Healthcare,Unemployed,Home,Other,76,2,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Good,1,4,None,Medium,Excellent,0,18,13,10,No
School D,Male,16,Rural,4,Together,Primary,None,Technology,Technology,Home,Other,15,3,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very Bad,4,4,Medium,Low,Neutral,1,,14,18,No
School A,Other,13,Suburban,6,Apart,None,Secondary,Education,Service,Other,Other,7,1,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Bad,4,1,High,Low,Good,10,19,15,18,No
School A,Male,15,Urban,7,Apart,Primary,Primary,Service,Service,Home,Father,23,4,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bad,1,2,Low,Medium,Very Bad,3,19,17,17,No
School D,Male,12,Rural,7,Together,Secondary,Primary,Service,Technology,Reputation,Other,2,6,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Good,1,5,High,None,Excellent,6,10,17,15,No
School B,Other,16,Urban,,Together,Secondary,Secondary,Unemployed,Business,Course,Father,21,0,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Good,1,3,High,Very High,Excellent,0,15,15,15,No
School C,Male,15,Urban,8,Apart,Primary,Higher,Healthcare,Business,Course,Mother,9,1,0,Yes,Yes,No,No,Yes,No,Yes,No,Good,2,2,None,Medium,Neutral,5,19,11,19,No
School B,Female,17,Suburban,,Apart,Higher,Secondary,Technology,Service,Course,Mother,5,4,0,No,Yes,No,Yes,Yes,Yes,No,Yes,Very Bad,3,2,Low,Medium,Good,4,,13,13,Yes
School B,Other,15,Urban,1,Together,Primary,None,Service,Technology,Course,Father,60,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent,3,2,Medium,High,Bad,7,18,11,16,No
School C,Female,15,Urban,6,Apart,Primary,Higher,Education,Technology,Home,Mother,0,4,0,No,No,No,Yes,No,No,Yes,Yes,Very Bad,2,1,Low,High,Neutral,0,16,9,14,No
School C,Other,15,Urban,6,Together,Higher,Primary,Technology,Business,Other,Mother,15,4,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Very Bad,5,,High,Very High,Good,12,18,14,8,No
School D,Female,15,Suburban,5,Together,Primary,Higher,Education,Unemployed,Reputation,Father,4,0,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Neutral,2,2,High,Medium,Excellent,3,12,12,13,No
School C,Male,16,Rural,7,Together,Secondary,Higher,Technology,Unemployed,Home,Father,16,2,0,No,Yes,No,No,No,Yes,Yes,Yes,Good,1,1,None,High,Very Bad,4,10,17,10,No
School A,Male,15,Suburban,4,Apart,Primary,Primary,Service,Business,Other,Father,19,2,1,Yes,Yes,No,Yes,Yes,No,Yes,No,Excellent,5,4,Medium,Very High,Good,1,15,17,12,No
School B,Other,16,Urban,3,Apart,None,Higher,Technology,Unemployed,Reputation,Mother,7,2,0,Yes,No,No,No,Yes,Yes,Yes,No,Good,4,4,Low,Low,Neutral,8,16,19,19,No
School C,Other,17,Suburban,4,Apart,Secondary,None,Education,Education,Course,Father,,5,0,No,No,Yes,Yes,No,No,Yes,Yes,Good,2,2,Low,High,Neutral,2,5,13,15,No
School B,Other,14,Suburban,1,Apart,None,None,Unemployed,Technology,Reputation,Father,23,0,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Good,3,4,Medium,Medium,Bad,17,12,13,13,No
School A,Female,15,Urban,4,Apart,Higher,Higher,Healthcare,Healthcare,Home,Other,1,4,0,No,Yes,Yes,No,Yes,Yes,No,Yes,Neutral,4,5,Medium,Very High,Neutral,0,15,9,14,No
School C,Female,15,Rural,8,Together,Primary,Secondary,Unemployed,Business,Other,Mother,12,1,0,Yes,Yes,No,Yes,No,Yes,No,Yes,Bad,1,2,None,Low,Bad,0,12,9,17,Yes
School A,Other,18,Rural,3,Apart,Secondary,Primary,Technology,Healthcare,Home,Father,11,5,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Very Bad,1,4,None,Very High,Excellent,1,12,14,17,No
School D,Other,16,Urban,2,Together,Secondary,Primary,Healthcare,Business,Home,Father,0,10,1,Yes,No,No,No,No,No,No,Yes,Bad,2,1,Very High,None,Excellent,2,12,16,17,No
School C,Other,15,Suburban,1,Together,None,Primary,Unemployed,Technology,Course,Father,1,5,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Very Bad,5,2,High,High,Very Bad,2,15,15,13,Yes
School A,Male,15,Rural,3,Apart,Higher,None,Education,Education,Other,Other,23,5,1,Yes,No,Yes,Yes,No,Yes,No,No,Good,1,5,Medium,High,Very Bad,0,17,13,15,No
School D,Female,15,Urban,5,Apart,Secondary,Primary,Technology,Education,Course,Father,26,3,0,No,Yes,No,No,No,No,No,No,Neutral,2,2,Very High,Low,Bad,0,16,11,17,No
School A,Other,16,Suburban,8,Apart,Secondary,None,Unemployed,Technology,Home,Other,57,,0,Yes,No,Yes,No,No,No,Yes,No,Excellent,5,5,Very High,Medium,Neutral,4,12,13,17,No
School A,Female,15,Suburban,6,Apart,None,None,Business,Healthcare,Course,Mother,6,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent,5,2,Medium,High,Excellent,2,8,18,11,No
School B,Other,14,Urban,1,Apart,Secondary,Secondary,Education,Service,Home,Father,21,2,0,No,No,No,Yes,Yes,Yes,No,Yes,Neutral,4,2,High,Very High,Good,2,19,14,13,No
School D,Other,17,Suburban,7,Apart,None,Primary,Healthcare,Business,Home,Mother,10,4,1,Yes,No,Yes,No,Yes,Yes,No,No,Very Bad,3,5,Medium,Medium,Good,1,12,16,16,Yes
School C,Female,17,Rural,1,Together,Higher,Higher,Unemployed,Business,Home,Mother,18,6,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Bad,,5,Medium,Medium,Neutral,1,15,18,9,No
School B,Male,17,Suburban,3,Apart,Primary,Higher,Technology,Technology,Other,Mother,11,5,0,Yes,No,No,Yes,Yes,No,No,Yes,Good,1,5,None,None,Excellent,0,15,16,19,No
School C,Female,,Rural,5,Apart,Higher,Secondary,Service,Unemployed,Other,Father,19,1,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Good,5,,Low,Very High,Good,1,6,14,13,No
School D,Male,15,Rural,2,Apart,Higher,Secondary,Technology,Business,Home,Mother,105,3,0,Yes,No,No,Yes,No,No,Yes,No,Bad,5,5,None,None,Bad,6,19,14,17,Yes
School D,Female,14,Urban,8,Together,Secondary,Higher,Healthcare,Healthcare,Reputation,Other,2,7,0,No,Yes,Yes,No,No,Yes,No,No,Bad,2,2,Low,None,Bad,0,15,18,11,No
School A,Other,15,Rural,6,Together,Secondary,Higher,Technology,Service,Course,Other,6,2,0,No,No,No,Yes,No,Yes,Yes,No,Bad,5,4,High,Medium,Very Bad,2,18,17,16,No
School B,Female,16,Urban,3,Apart,Primary,Secondary,Healthcare,Service,Other,Father,30,8,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Neutral,5,1,Very High,Low,Excellent,1,8,13,14,No
School D,Male,18,Urban,4,Together,Higher,Higher,Business,Unemployed,Course,Father,24,2,0,No,No,No,No,Yes,No,Yes,Yes,Excellent,3,5,Medium,Very High,Bad,9,11,15,17,No
School D,Female,15,Urban,4,Together,Higher,Secondary,Business,Unemployed,Reputation,Mother,2,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Very Bad,4,1,Medium,Low,Good,2,17,9,15,Yes
School D,Other,14,Urban,2,Together,Secondary,Secondary,Unemployed,Business,Reputation,Other,26,9,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Very Bad,5,1,Very High,Low,Good,2,15,18,11,No
School D,Male,13,Suburban,6,Apart,Primary,Primary,Service,Business,Course,Father,64,4,0,No,No,No,Yes,No,Yes,Yes,Yes,Neutral,1,3,High,Very High,Very Bad,9,9,12,13,Yes
School C,Male,16,Rural,1,Apart,None,Higher,Unemployed,Unemployed,Home,Mother,37,2,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Good,5,3,High,Medium,Good,7,18,16,14,No
School C,Other,17,Suburban,4,Apart,None,Secondary,Technology,Business,Other,Mother,6,1,0,No,No,No,Yes,No,Yes,Yes,Yes,Very Bad,5,3,Medium,Very High,Very Bad,5,13,16,13,No
School B,Female,,Suburban,7,Together,Primary,Primary,Unemployed,Healthcare,Course,Mother,2,4,0,Yes,No,Yes,No,No,Yes,No,Yes,Neutral,3,2,High,Very High,Neutral,0,9,17,12,No
School B,Male,18,Rural,2,Together,Higher,Higher,Technology,Service,Home,Other,3,4,0,No,Yes,Yes,No,No,Yes,Yes,No,Very Bad,2,4,None,None,Very Bad,5,13,16,12,No
School A,Other,16,Suburban,4,Together,Primary,Secondary,Business,Unemployed,Course,Other,40,4,0,No,No,No,No,No,No,No,No,Neutral,4,5,High,Medium,Bad,4,12,15,13,No
School D,Other,14,Urban,1,Together,Secondary,None,Business,Technology,Other,Mother,7,1,0,No,Yes,Yes,Yes,Yes,No,No,Yes,Very Bad,2,1,Very High,High,Neutral,3,11,10,,No
School A,Male,14,Urban,4,Apart,Primary,Secondary,Service,Technology,Other,Father,,4,0,No,Yes,Yes,No,No,No,No,Yes,Neutral,5,3,High,None,Excellent,4,16,15,16,No
School A,Female,13,Suburban,3,Apart,Higher,None,Business,Technology,Home,Other,42,2,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Good,2,1,Very High,Medium,Excellent,5,18,15,16,No
School C,Other,16,Urban,5,Apart,Primary,Secondary,Healthcare,Technology,Reputation,Other,23,,3,No,No,Yes,No,Yes,Yes,Yes,No,Bad,2,4,Medium,None,Bad,2,12,16,15,No
School A,Other,14,Urban,3,Together,None,Secondary,Technology,Business,Home,Other,142,5,2,No,Yes,Yes,No,Yes,No,Yes,Yes,Good,1,4,None,Medium,Bad,2,15,16,14,Yes
School A,Female,16,Rural,1,Apart,Higher,Secondary,Business,Healthcare,Other,Other,2,4,0,No,No,No,No,No,No,Yes,Yes,Neutral,3,5,Very High,High,Bad,4,13,18,11,No
School C,Male,15,Suburban,8,Together,Higher,Secondary,Unemployed,Technology,Other,Other,26,6,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Bad,5,5,Medium,Medium,Bad,4,17,9,19,No
School A,Female,15,Rural,6,Together,None,None,Education,Service,Home,Other,1,4,0,No,No,No,Yes,No,No,No,Yes,Excellent,5,1,High,Very High,Neutral,0,16,16,13,No
School C,Female,19,Urban,5,Together,Primary,Higher,Unemployed,Business,Other,Mother,4,1,0,No,Yes,No,Yes,Yes,Yes,Yes,No,Neutral,4,5,Very High,Very High,Excellent,3,15,14,15,No
School A,Other,17,Urban,8,Together,Primary,Secondary,Healthcare,Unemployed,Reputation,Other,7,3,0,No,Yes,No,No,Yes,No,Yes,Yes,Very Bad,4,,Very High,High,Neutral,3,17,7,15,No
School B,Other,16,Rural,2,Together,Higher,Primary,Service,Service,Reputation,Mother,8,5,0,No,Yes,Yes,Yes,No,Yes,No,No,Good,3,4,High,None,Very Bad,0,15,17,12,No
School A,Other,14,Rural,3,Together,Secondary,Primary,Technology,Education,Home,Father,24,6,0,No,No,Yes,No,No,Yes,No,No,Excellent,4,2,High,None,Good,1,13,18,9,Yes
School D,Male,13,Urban,,Apart,Primary,None,Technology,Healthcare,Reputation,Other,32,2,0,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,3,2,Medium,None,Very Bad,7,15,12,18,No
School D,Female,16,Suburban,8,Together,None,Primary,Service,Business,Reputation,Father,10,2,0,No,Yes,Yes,No,Yes,Yes,Yes,No,Good,2,1,None,High,Neutral,2,11,19,15,No
School C,Male,14,Rural,3,Together,Higher,Higher,Healthcare,Unemployed,Home,Mother,0,3,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Neutral,3,5,Low,Low,Good,11,14,17,8,No
School C,Female,18,Urban,5,Apart,None,Primary,Technology,Healthcare,Course,Mother,38,2,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Good,4,3,High,None,Excellent,4,16,18,18,No
School A,Male,,Rural,6,Together,Higher,None,Service,Technology,Course,Mother,15,5,1,No,No,No,No,No,Yes,No,Yes,Good,3,4,Medium,None,Very Bad,3,11,12,18,No
School B,Other,15,Rural,5,Together,Primary,None,Service,Unemployed,Course,Father,17,1,0,Yes,No,No,No,No,Yes,No,No,Very Bad,5,3,Medium,Medium,Good,1,18,18,14,No
School D,Female,15,Rural,6,Apart,Higher,Higher,Education,Healthcare,Course,Other,35,0,0,No,No,No,Yes,No,No,Yes,Yes,Excellent,5,4,High,High,Good,0,13,12,7,No
School D,Female,15,Urban,4,Together,Secondary,Secondary,Service,Service,Reputation,Father,20,3,0,Yes,No,No,No,No,Yes,No,Yes,Bad,5,1,Low,Low,Good,3,,13,15,No
School C,Other,17,Suburban,1,Apart,None,Secondary,Education,Business,Course,Father,19,2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Neutral,2,5,Medium,Very High,Excellent,0,13,5,18,No
School B,Other,14,Urban,8,Apart,None,Higher,Unemployed,Unemployed,Course,Other,,3,0,Yes,No,No,Yes,Yes,Yes,No,No,Very Bad,4,5,Very High,None,Bad,3,18,16,13,No
School D,Other,14,Rural,1,Together,Secondary,Higher,Technology,Healthcare,Reputation,Other,28,0,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Neutral,5,4,Very High,None,Bad,3,17,11,12,Yes
School B,Female,18,Suburban,2,Together,Primary,Primary,Healthcare,Healthcare,Home,Mother,4,2,0,Yes,No,No,Yes,No,No,Yes,No,Neutral,5,3,Medium,High,Very Bad,5,16,7,15,No
School D,Female,15,Rural,7,Apart,Primary,Primary,Business,Unemployed,Reputation,Mother,12,4,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Neutral,2,5,Low,High,Very Bad,1,15,16,16,No
School C,Other,,Urban,2,Together,None,None,Education,Service,Course,Other,11,5,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Good,1,2,Very High,Medium,Bad,1,9,15,13,No
School C,Other,17,Urban,3,Apart,Primary,None,Healthcare,Business,Other,Father,16,1,0,Yes,Yes,No,No,No,Yes,No,Yes,Neutral,1,1,High,Low,Very Bad,3,17,12,13,No
School B,Other,14,Suburban,2,Together,Primary,Higher,Education,Education,Course,Father,28,6,1,No,Yes,No,Yes,No,Yes,No,Yes,Bad,2,4,Very High,High,Very Bad,3,12,17,11,No
School D,Other,16,Rural,3,Together,Primary,Higher,Technology,Technology,Reputation,Father,21,,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Bad,4,2,High,None,Very Bad,0,18,5,16,No
School B,Male,14,Suburban,7,Apart,Primary,None,Healthcare,Education,Home,Father,2,4,1,Yes,Yes,Yes,No,No,Yes,Yes,No,Very Bad,2,2,None,Very High,Neutral,4,19,9,14,No
School D,Other,16,Rural,1,Together,None,Primary,Technology,Healthcare,Other,Other,2,3,0,Yes,No,No,No,Yes,No,Yes,No,Neutral,1,,Medium,High,Very Bad,0,14,,16,No
School D,Other,15,Rural,8,Together,Secondary,Higher,Education,Education,Course,Other,86,7,0,No,Yes,Yes,Yes,No,No,No,Yes,Neutral,1,2,High,None,Very Bad,4,10,15,14,No
School D,Male,18,Urban,7,Apart,None,Secondary,Unemployed,Technology,Home,Other,4,6,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Excellent,3,1,Low,None,Neutral,2,16,8,12,No
School B,Other,13,Urban,8,Apart,Secondary,Primary,Unemployed,Education,Other,Other,13,1,0,No,No,No,Yes,No,Yes,Yes,Yes,Excellent,5,4,Low,Low,Excellent,1,18,14,16,No
School A,Other,17,Suburban,4,Apart,None,Higher,Healthcare,Technology,Reputation,Father,25,3,0,Yes,No,No,Yes,Yes,Yes,No,No,Bad,1,2,None,Low,Bad,1,,16,15,No
School A,Female,13,Rural,6,Together,Secondary,Primary,Technology,Healthcare,Other,Father,7,1,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Very Bad,4,3,Medium,Medium,Excellent,0,13,17,16,No
School D,Female,17,Urban,3,Together,None,Higher,Technology,Healthcare,Home,Father,35,2,0,No,Yes,No,Yes,Yes,Yes,Yes,No,Neutral,3,2,None,Very High,Very Bad,1,15,18,16,No
School C,Other,14,Urban,3,Apart,Secondary,Higher,Business,Education,Home,Mother,17,4,0,No,No,No,Yes,No,No,No,No,Excellent,4,1,None,Very High,Excellent,3,17,12,12,No
School D,Male,14,Rural,5,Apart,Higher,None,Unemployed,Education,Other,Father,4,1,0,Yes,No,Yes,Yes,No,No,Yes,No,Excellent,1,3,High,Very High,Very Bad,1,15,14,17,No
School C,Male,14,Urban,8,Together,Higher,Secondary,Education,Education,Reputation,Other,21,5,0,No,No,No,Yes,No,Yes,Yes,Yes,Very Bad,1,2,Very High,Very High,Very Bad,0,14,18,12,No
School D,Female,15,Rural,2,Apart,None,None,Unemployed,Business,Course,Mother,33,7,0,No,Yes,No,No,No,No,Yes,Yes,Bad,4,,None,High,Bad,1,16,19,14,No
School D,Male,18,Rural,2,Apart,Higher,None,Service,Healthcare,Other,Mother,10,1,0,Yes,Yes,No,No,No,Yes,No,Yes,Very Bad,2,5,Low,Medium,Very Bad,1,18,15,13,No
School B,Other,14,Urban,8,Together,None,Secondary,Healthcare,Healthcare,Other,Father,0,1,0,No,No,Yes,Yes,No,No,No,No,Good,5,1,Very High,Very High,Bad,1,13,14,9,No
School A,Male,14,Urban,3,Apart,None,Higher,Technology,Technology,Home,Other,0,3,0,No,Yes,Yes,Yes,No,No,No,Yes,Bad,1,1,Low,Very High,Very Bad,1,17,19,16,No
School B,Male,14,Rural,3,Together,Secondary,Secondary,Service,Business,Home,Mother,,,0,No,No,No,No,No,Yes,Yes,Yes,Neutral,5,3,Very High,None,Very Bad,7,15,11,10,No
School C,Female,,Rural,4,Together,None,Higher,Healthcare,Technology,Course,Other,11,,0,Yes,No,Yes,Yes,No,No,Yes,No,Very Bad,2,2,Low,Very High,Good,7,16,17,13,No
School C,Female,16,Urban,1,Together,None,Primary,Unemployed,Unemployed,Course,Mother,0,3,0,No,Yes,Yes,Yes,No,No,No,Yes,Good,,4,None,Very High,Bad,0,10,17,11,No
